Rank	Surname	n_i
47072	BALLON-MIERN›	7
39073	BALLOä	10
23594	BALL›	24
55300	BALMBERGER	5
11740	BALNAR	66
12982	BALNER	58
43998	BALNOHA	8
33898	BALO	13
55301	B¡L”	5
47073	BAL”DY	7
352	BALOG	1710
17851	BALOGA	37
2353	BALOGH	339
43999	BALOCH	8
44000	BALOK	8
3102	BALON	264
55302	BA£ON	5
27193	BALONEK	19
50765	BALOS	6
39074	BALOä¡K	10
50766	BALOTA	6
39075	BALOUCH	10
709	BALOUN	929
44001	BALOUNEK	8
10714	BALOUS	74
16146	BALOUä	43
8485	BALOUäEK	97
32529	BALSK›	14
25616	B¡LSK›	21
27194	BALäAN	19
12303	BALä¡N	62
5739	BALä¡NEK	146
33899	BALäÕK	13
12983	BALäÕNEK	58
41335	BALTA	9
39076	BALTIAR	10
33900	BALUCH	13
26333	BAL⁄CH	20
24209	BALUCHA	23
14333	BALUN	51
22422	BALUS	26
19267	BALUSEK	33
24894	BALŸSEK	22
13324	BALUäEK	56
20484	BALUäÕK	30
55303	BALUäKA	5
41336	BALUT	9
33901	BALVAN	13
32530	BALVAR	14
1835	BALVÕN	416
41337	BALVIR»¡K	9
15207	BALWAR	47
8983	BAL›	91
37117	BALYS	11
33902	BALZAR	13
11886	BALZER	65
2653	BAMBAS	302
14114	BAMB¡SEK	52
50767	BAMBOSCHEK	6
32531	BAMBOUS	14
19268	BAMBOUSEK	33
4980	BAMBUCH	167
6787	BAMBULA	124
15208	BAMBULE	47
41338	BAMBUSZ	9
5430	BAMBUäEK	154
50768	BAMBUäKAR	6
26334	B¡N	20
39077	BA“A	10
10257	B¡“A	78
35442	BA“ACK›	12
39078	BANACH	10
47074	BAN¡K	7
55304	BA“ANKA	5
32532	BANAR	14
39079	BA“¡R	10
55305	B¡“AR	5
18856	BA“Aÿ	34
30129	BANAS	16
55306	BANAå	5
39080	BAN¡S	10
13726	BA“AS	54
55307	B¡“AS	5
47075	BANASINSKI	7
55308	BANASINSK›	5
26335	BANAä	20
16413	BAN¡ä	42
47076	BANAä¡K	7
50769	BANAäÕK	6
44002	BANAT	8
32533	BAN¡T	14
41339	BANCI	9
35443	BANCÕÿ	12
24210	BAN»¡K	23
27195	BAN»ÕK	19
4560	BANDA	182
55309	BANDARICA	5
9828	BANDAS	82
26336	BANDI	20
32534	BANDIK	14
10258	BANDÕK	78
37118	BANDOLA	11
50770	BANDOR	6
33903	BANDOUCH	13
23595	BANœOUCH	24
28051	BANDRI	18
25617	BANDRY	21
19673	BANDURA	32
22423	BANDURI»	26
2121	BANDY	369
55310	BANDéAK	5
32535	BANDéAL	14
47077	BANDéUCH	7
29062	BANÃ»EK	17
28052	BANERT	18
39081	BANETKA	10
27196	BANGA	19
47078	BANGHA	7
47079	BANGHO	7
5067	BANGO	164
24211	BANIA	23
55311	BANIAR	5
44003	BANIAS	8
37119	BANI»	11
25618	BANIK	21
9253	BANÕK	88
50771	BANINEC	6
47080	BANIUNYNSK›	7
7368	BANK	113
33904	BANKA	13
11233	BA“KA	70
29063	BANKO	17
55312	BANK”	5
44004	BANKOV	8
39082	BA“KOWSKI	10
30130	BANNERT	16
10822	BANO	73
50772	B¡NOCZAY	6
31272	BA“OCH	15
39083	B¡NOK	10
23596	BANOM	24
10823	B¡NOM	73
15896	BANOT	44
44005	BA“OUCH	8
47081	B¡NOV»AN	7
55313	B¡NOV»IN	5
44006	BANOVEC	8
24212	B¡NOVEC	23
32536	BANOVSK›	14
12816	B¡NOVSK›	59
39084	BANSET	10
55314	B¡NSKY	5
14334	B¡NSK›	51
23597	BANSZEL	24
33905	BANT	13
20485	BAN›	30
24213	BANYA	23
47082	B¡NY¡CSKI	7
55315	B¡NYAI	5
47083	BANYAK	7
31273	BANY¡K	15
33906	B¡NY¡SZ	13
55316	B¡NYI	5
12984	BAN›R	58
44007	BANZET	8
31274	BAR	15
50773	BƒR	6
4747	B¡R	174
50774	BARA	6
4939	B¡RA	168
47084	BARABAN»ÕK	7
55317	BARABAS	5
28053	BARABASCH	18
37120	BARABASZ	11
47085	BARABAä	7
2916	BARAB¡ä	279
50775	BARABOSZ	6
29064	BARAC	17
47086	BARACSKAI	7
41340	BARACZ	9
20936	BAR¡»EK	29
864	BAR¡K	793
1092	BARAN	648
19674	BARA“¡K	32
30131	BARAN»IC	16
18857	BARAN»ÕK	34
9939	BARANEC	81
15429	BARANEK	46
1359	BAR¡NEK	539
41341	BAR¡NI	9
47087	BARANIAK	7
55318	BARANIJAK	5
23017	BARANÕK	25
50776	BARANKA	6
47088	BAR¡NKA	7
50777	BARANKIEWICZ	6
44008	BARANOK	8
19269	BARANOVI»	33
18215	BARANOVSK›	36
55319	BARANSK›	5
47089	BARANT¡L	7
24895	BARANYAI	22
39085	BARANYK	10
50778	BARAä	6
17252	BAR¡äEK	39
12022	BAR¡T	64
17852	BAR¡TH	37
55320	BARATKA	5
55321	BARBARI»	5
55322	BARBER	5
50779	BARBOR	6
18216	BARBORA	36
50780	BARBOR¡K	6
25619	BARBORÕK	21
9066	BARBORKA	90
9363	BARBOÿ¡K	87
4611	BARBOÿÕK	179
39086	BARBUL¡K	10
30132	BARBUä	16
55323	BARBUä»¡K	5
55324	BARBUäIN	5
55325	BARCA	5
44009	BARCABA	8
33907	BARCAJ	13
2485	BARCAL	323
41342	BARCALÕK	9
50781	BARCI	6
55326	BARCIAGA	5
18217	BARCÕK	36
7491	BARCUCH	111
35444	BARCŸCH	12
27197	BARCZI	19
44010	BARCZOK	8
13325	BAR»	56
7492	BAR»¡K	111
50782	BAR»I	6
15013	BAR»ÕK	48
47090	BAR»OT	7
35445	BAR»UK	12
5649	BARDA	148
55327	BARDAROV	5
31275	BARDAS	15
50783	BARDAäEVSK›	6
47091	BARDEL	7
55328	BARDIS	5
20079	BARDODÃJ	31
19270	BARDON	33
4289	BARDO“	195
33908	BARDONEK	13
50784	B¡RDOä	6
14335	BARDOUN	51
50785	BARDOVCY	6
50786	BARD⁄N	6
50787	BARDY	6
44011	B¡RDY	8
50788	BARDYN	6
39087	BARDZ¡K	10
7154	BAREK	117
7766	B¡REK	107
37121	BAREN»ÕK	11
55329	BƒRENKLAU	5
365	BAREä	1639
16147	BARFUS	43
11741	BARGEL	66
41343	BARGER	9
18536	BARGL	35
13908	BARHO“	53
7836	BARCH¡NEK	106
19675	BARCHANSKI	32
41344	BARCHA—SKI	9
6407	BARI	131
39088	BARIAK	10
47092	BARICA	7
50789	BARI»	6
30133	BARI»¡K	16
35446	BARI»IAK	12
50790	BARI»I»	6
39089	BARI»ÕK	10
47093	BARILA	7
21401	BARILLA	28
47094	BARIMOV	7
50791	BARINA	6
41345	BARINEC	9
28054	BARINKA	18
29065	BARIä	17
12817	BARK	59
41346	BARKA	9
24214	BARKMAN	23
15209	BARKOCI	47
16148	BARK”CI	43
41347	BARKOCY	9
55330	BARKOVSK›	5
39090	B¡RKY	10
55331	BARLA	5
55332	BARLOG	5
50792	BARLOK	6
4748	BARNA	174
39091	BARNAä	10
12643	BARN¡ä	60
17853	BARNAT	37
55333	BARNEK	5
3384	BARNET	244
21402	B¡RNET	28
55334	BARNIAK	5
47095	BARNÕK	7
41348	BARNINEC	9
41349	BARNIäIN	9
35447	BARNOKY	12
22424	BARNOä¡K	26
50793	BARNOVSK›	6
55335	BƒRNT	5
2833	BAROCH	285
37122	BAROCHOVSK›	11
41350	BAROK	9
2962	BARON	275
3802	BARO“	217
1802	BAROä	425
8411	BAROT	98
27198	BAROTEK	19
23598	BAROUä	24
50794	BARRETO	6
55336	BARRIJ	5
18537	BARSA	35
28055	B¡RSONY	18
28056	BARSZCZ	18
15655	BARäA	45
35448	BARä»	12
47096	BARäO“	7
39092	B¡RäO“	10
55337	BARäOVSK›	5
55338	BART	5
24896	B¡RT	22
4786	BARTA	173
73	B¡RTA	4784
5038	BART¡»EK	165
280	BART¡K	2018
47097	BARTAKOVICS	7
30134	BARTAKOVI»	16
17534	BARTAL	38
21403	BART¡L	28
18538	BARTALOS	35
24215	BARTALOä	23
39093	BARTALSK›	10
13167	BARTAS	57
14783	BART¡SEK	49
16149	BART¡äEK	43
50795	BARTAUäIC	6
28057	BARTECK›	18
26337	BARTECZEK	20
55339	BARTECZKO	5
7424	BARTE»EK	112
32537	BARTE»KO	14
8984	BARTEJS	91
1651	BARTEK	457
1382	B¡RTEK	531
9940	BARTEL	81
47098	BARTELT	7
5789	BARTES	145
19676	BARTESKA	32
55340	BARTEä	5
33909	BARTEYS	13
55341	B¡RTFAY	5
9829	BARTH	82
50796	BARTHA	6
44012	BARTHEL	8
41351	BARTHELDI	9
20486	BARTHELDY	30
55342	BARTHELL	5
23599	BARTI»KA	24
37123	B¡RTI»KA	11
2029	BARTÕK	382
2998	B¡RTÕK	272
30135	BARTIä	16
50797	BARTIäEK	6
10824	BARTIZAL	73
31276	BARTÕZAL	15
3485	BARTKO	236
44013	B¡RTKO	8
22425	BARTKOVSK›	26
35449	BARTKOWIAK	12
1128	BARTL	634
24216	BƒRTL	23
2398	B¡RTL	331
25620	BARTLÕK	21
41352	BARTMAN	9
41353	BARTMANN	9
37124	BARTNICKI	11
47099	BARTO	7
55343	B¡RTO	5
41354	BARTOCHA	9
26338	BARTOK	20
20937	BART”K	29
21404	BARTOL»IC	28
44014	BARTOLEN	8
44015	BARTOLOMÃJ	8
44016	BARTOLOTTI	8
12985	BARTOLäIC	58
44017	BARTON	8
215	BARTO“	2477
9158	BARTON»ÕK	89
16959	BARTONEC	40
1401	BARTONÃK	525
1181	BARTONÕ»EK	611
37125	BARTONI»KA	11
3050	BARTONÕK	268
27199	BARTOSCH	19
44018	BARTOSCHEK	8
14553	BARTOSZ	50
33	BARTOä	6878
8801	BARTOä¡K	93
751	BARTOäEK	890
23018	BARTOäIC	25
1229	BARTOäÕK	590
3944	BARTOäKA	210
37126	BARTOäOVI»	11
37127	BARTOäOVSK›	11
15014	BARTOUäEK	48
37128	BARTOVANEC	11
24217	BARTOVI»	23
8272	BARTOVSK›	100
17253	BARTOZEL	39
55344	BARTOZELA	5
16686	BARTSCH	41
24218	BARTŸ	23
3040	B¡RTŸ	269
16150	BARTULEC	43
37129	BARTULÕK	11
6844	BARTUNÃK	123
35450	BARTŸNEK	12
677	BARTŸNÃK	972
5650	BARTUSEK	148
25621	BARTŸSEK	21
47100	BARTUSCHEK	7
44019	BARTUSSEK	8
28058	BARTUä	18
2417	BARTUäEK	329
2767	BARTŸäEK	291
4787	BARTUäKA	173
37130	BARTŸäKA	11
37131	BARTYS	11
7971	BARTYZAL	104
41355	BARU	9
27200	BARU»¡K	19
55345	BARUCH	5
44020	BARUS	8
50798	BARUSEL	6
39094	BARUä	10
4912	BARVA	169
28059	BARVEN»ÕK	18
41356	BARVENÕ»EK	9
29066	BARVI»	17
55346	BARVIG	5
35451	BARVICH	12
3970	BARVÕK	209
3803	BARVÕNEK	217
32538	BARVINSK›	14
41357	BARVÕNSK›	9
55347	BARVIR»¡K	5
4321	BARVÕÿ	194
55348	BARWIG	5
47101	BARWIK	7
55349	BARYHAR	5
44021	BARYCHAR	8
11470	BAÿ¡K	68
35452	BAÿICA	12
1274	BAÿINA	572
2878	BAÿINKA	282
5689	BAÿTIP¡N	147
41358	BASA	9
18218	BAS¡K	36
33910	BASAKIN	13
37132	BASARAB	11
39095	BASARABA	10
22426	BASAÿ	26
6518	BASEL	129
23600	BASELIDES	24
47102	BASETLÕK	7
55350	BASCH	5
17854	BASÕK	37
23019	BASISTA	25
50799	BASJUK	6
3526	BASL	233
50800	B¡SL	6
32539	BASLAR	14
9067	BASLER	90
18539	BASLÕK	35
55351	BASNER	5
41359	BASOVNÕ»EK	9
10825	BASOVNÕK	73
37133	BASS	11
50801	BASSERMANN	6
47103	BASSETTO	7
50802	BASSI	6
37134	BASSLER	11
37135	BASSY	11
16151	BASTA	43
39096	BASTAÿ	10
32540	BASTER	14
55352	BASTI¡N	5
39097	BASTIN	10
1193	BASTL	605
39098	BASTR	10
55353	BASTYAN	5
47104	BASTY¡N	7
41360	BASTY⁄R	9
27201	BASZCZYNSKI	19
55354	BASZ”	5
30136	BAäA	16
14554	B¡äA	50
47105	BAä¡K	7
28060	BAäANDA	18
44022	BAäAR	8
39099	BAäARIN	10
32541	BAäATA	14
28061	BAä¡TEK	18
41361	BAä»AN	9
50803	BAä»ÕK	6
2768	BAäE	291
5431	BAäEK	154
17254	BAäÕK	39
12023	BAäISTA	64
24897	BAäKA	22
19677	BAäKO	32
55355	BAäN¡R	5
39100	BAäNIAR	10
39101	BAäNÕK	10
8802	BAäN›	93
55356	BAäO	5
878	BAäTA	780
22427	BAäTAN	26
32542	BAäT¡N	14
16152	BAäTAÿ	43
4940	BAäT¡ÿ	168
15210	BAäTECK›	47
50804	B¡äTÃCK›	6
50805	B¡äTI	6
9550	BAäTINEC	85
37136	BAäTINSK›	11
18540	BAäTRN¡K	35
31277	BAäç⁄R	15
50806	BAäTURA	6
3994	BAäT›ÿ	208
3701	BAäUS	223
21888	BATA	27
3395	BAçA	243
15211	B¡çA	47
50807	BATAL	6
14336	BATALA	51
47106	BAçAä	7
55357	BAç¡ä	5
2365	BATÃK	337
28062	B¡TEK	18
6732	B¡TÃK	125
55358	BATEL	5
24898	BATELA	22
2679	BATELKA	299
6467	BAçHA	130
47107	BATH”	7
37137	BAçCHA	11
21405	BATI	28
7106	BATÕK	118
55359	BATIS	5
16687	BATISTA	41
21406	BATKA	28
3207	BAçKA	256
15212	BATKO	47
28063	BAçKO	18
23601	BATLA	24
35453	B¡TLA	12
41362	BATLI»KA	9
28064	BATLÕK	18
35454	BAçO	12
50808	BATONOéEK	6
26339	B¡TOR	20
35455	B¡TORA	12
47108	BATOREK	7
50809	B¡TOREK	6
55360	BATORY	5
47109	B¡TORY	7
17255	BATOUäEK	39
13527	BATOVEC	55
44023	B¡TOVI»	8
28065	B¡TOVSK›	18
55361	BATRIN	5
14337	BATRLA	51
13168	B¡TRLA	57
47110	BATRNA	7
50810	B¡TRNA	6
47111	BATROMIJ	7
37138	BATTA	11
25622	BATTYA	21
33911	BATULKA	13
35456	BATURN›	12
37139	BATŸäEK	11
22428	BATYI	26
15656	BATYSTA	45
50811	BAUBÕN	6
55362	BAUCKMANN	5
19678	BAUDIS	32
15213	BAUDISCH	47
17535	BAUDIä	38
21889	BAUDYS	27
2879	BAUDYä	282
259	BAUER	2143
50812	BAUERFEIND	6
35457	BAUERN÷PL	12
55363	BAUERäÕMA	5
55364	BAUHOF	5
18219	BAUCH	36
32543	BƒUCHEL	14
21890	BAUCHNER	27
55365	BAUKO	5
39102	BAULOVI»	10
8123	BAUM	102
50813	BAUMA	6
10947	BAUMAN	72
6946	BAUMANN	121
41363	BAUMBACH	9
32544	BƒUMEL	14
21407	BƒUMELT	28
50814	BAUMER	6
20938	BAUMGARTL	29
55366	BAUMGƒRTL	5
8578	BAUMGARTNER	96
37140	BAUMGƒRTNER	11
41364	BAUML	9
11742	BƒUML	66
50815	BAUMMER	6
44024	BAUMRT	8
55367	BAUMRUCKR	5
2748	BAUMRUK	294
39103	BAUMRUKER	10
18541	BAUMRUKR	35
20487	BAUR	30
44025	BAURA	8
39104	BAUS	10
30137	BAUä	16
39105	BAUäE	10
44026	BAUäKA	8
27202	BAUäTEIN	19
33912	BAUTZ	13
55368	BAUZ	5
18542	BAVLNKA	35
32545	BAVLOVI»	14
30138	BAVLäÕK	16
14784	BAVOR	49
1860	BAXA	411
11617	BAXANT	67
32546	BAY	14
957	BAYER	732
22429	BAYERL	26
27203	BAYERLE	19
47112	BAYTALON	7
55369	BAZAKAS	5
12644	BAZAL	60
3945	BAZALA	210
15897	BAZALKA	44
39106	BAZEL	10
23020	BAZGER	25
11088	BAZGIER	71
29067	BAZÕK	17
14785	BAZIKA	49
37141	BAZIL¡K	11
37142	BAZINEK	11
33913	BAZÕNEK	13
13169	B¡ZLER	57
37143	BAZONI	11
47113	BAZSO	7
22430	BAZS”	26
30139	BAéAN	16
55370	BAéANOVSK›	5
32547	BAéANOWSKI	14
822	BAéANT	830
11887	BAéATA	65
30140	BAéENOV	16
25623	BAéÕK	21
16153	BAéIL	43
4749	BAéO	174
24899	BAéOUT	22
47114	BAéUK	7
17855	BDINKA	37
50816	BDéOCH	6
50817	B…BA	6
55371	BEB¡K	5
31278	BEBAR	15
11743	B…BAR	66
14555	BEB»¡K	50
47115	BEBEJ	7
41365	BEBEK	9
44027	BEBENEK	8
28066	BEBER	18
44028	BEBJAK	8
55372	BEBJ¡K	5
13727	BEBR	54
17536	B…BR	38
19271	BECA	33
1567	BECK	476
50818	BECKE	6
55373	BECKEL	5
18543	BECKER	35
21408	BECKERT	28
35458	BECKL	12
50819	BECKOVSK›	6
47116	BE»AJ	7
7625	BE»¡K	109
4818	BÃ»¡K	172
14115	BE»AN	52
18220	BE»¡N	36
35459	BE»AVER	12
41366	BE»EV	9
3946	BE»ICA	210
3731	BE»I»KA	221
863	BE»KA	795
15657	BE»KOVSK›	45
23021	BE»VA	25
55374	BE»VAROV	5
37144	BE»VAROVSK›	11
37145	BE»V¡ROVSK›	11
688	BE»V¡ÿ	956
9068	BE»VAÿÕK	90
23602	BE»V¡ÿÕK	24
55375	BEœ	5
50820	BÃDAJANEK	6
55376	BÃDAJ¡NEK	5
50821	BED¡K	6
23603	BEDAN	24
26340	BEDA“	20
10591	BED¡“	75
19272	BEDECS	33
24219	BEDE»	23
28067	BEDENK	18
28068	BEDÃRA	18
18221	BEDERKA	36
55377	BEDÃRKA	5
21409	B…DI	28
31279	BEDL¡N	15
33914	BEDLEK	13
39107	BEDLÕK	10
11346	BEDLIV›	69
55378	BEDLOVI»	5
3559	BEDN¡R	231
37146	BEDNAR»IK	11
19679	BEDNAR»ÕK	32
55379	BEDN¡R»IK	5
8341	BEDN¡REK	99
25624	BEDNARIK	21
6061	BEDN¡RIK	139
17537	BEDNARSKI	38
25625	BEDNARSK›	21
12304	BEDNARZ	62
69	BEDN¡ÿ	4868
490	BEDNAÿÕK	1292
17538	BEDN¡ÿÕK	38
44029	BEDN¡ÿSK›	8
21891	BEDRAVA	27
31280	BEDRI	15
41367	BEDRICH	9
23022	BEDRLÕK	25
9551	BEDRNA	85
12818	BEDRNÕ»EK	59
12986	BEDRNÕK	58
55380	BÃDRO“	5
32548	BEDROä	14
16154	BEDRUNKA	43
2925	BEDÿICH	278
47117	BEDUä	7
44030	B…DY	8
2862	BEER	283
47118	BEGA	7
23023	BEGALA	25
55381	BEGALCIS	5
44031	BEGANY	8
55382	BEGENI	5
33915	BEGERA	13
55383	BEGOVSK›	5
41368	BÃGUS	9
47119	BEGY	7
1242	BÃHAL	586
12024	BÃH¡LEK	64
21892	BÃHALÕK	27
20488	BEHAN	30
13528	BÃHAN	55
50822	BEHAN»ÕN	6
29068	BEHANEC	17
41369	BEH¡R	9
44032	BÃHAVKA	8
14116	BÃH¡VKA	52
11089	BÃHAV›	71
4981	BEHENSK›	167
23604	BEHINA	24
16414	BÃHOUN	42
1772	BÃHOUNEK	433
41370	BEHR	9
44033	BEHRÕK	8
55384	BEHRINGER	5
15898	BEHRO	44
30141	BEHUL	16
50823	BEH⁄L	6
21410	BÃHULA	28
32549	BEH⁄N	14
44034	BEH⁄“	8
10592	BÃHUN»ÕK	75
20489	BÃHUNEK	30
7626	BÃHŸNEK	109
31281	BECH	15
13728	BECHA	54
13170	BECHER	57
47120	BECHI“SK›	7
24220	BECHNER	23
23605	BECHNÕK	24
5315	BECHN›	157
47121	BECHR	7
32550	BECHTOLD	14
35460	BECHY“A	12
37147	BECHY“¡K	11
2288	BECHYNÃ	346
47122	BECHYNKA	7
50824	BECHY“KA	6
14117	BECHYNSK›	52
19680	BECHY“SK›	32
7045	BEIER	119
55385	BEIERL	5
50825	BEIGEL	6
50826	BEIGL	6
8656	BEIL	95
22431	BEILNER	26
47123	BEIN	7
5198	BEINHAUER	160
44035	BEINL	8
55386	BEINLICH	5
18858	BEINSTEIN	34
50827	BEISBIER	6
26341	BEITEL	20
20939	BEITL	29
23024	BEITLER	25
33916	BEJA	13
8273	BEJBL	100
17856	BEJBLÕK	37
1543	BEJ»EK	482
12645	BEJDA	60
47124	BEJDAK	7
3995	BEJD¡K	208
19681	BEJDL	32
55387	BEJKOVSK›	5
9443	BEJLEK	86
23025	BEJLOVEC	25
44036	BEJM	8
33917	BEJNA	13
31282	BEJOCH	15
6368	BEJR	132
18859	BEJSTA	34
14786	BEJä¡K	49
6408	BEJäOVEC	131
55388	BEJTIC	5
37148	BEJTKOVSK›	11
18860	BEJVAN»ICK›	34
5163	BEJVL	161
1582	BEK	473
32551	BEKA	14
47125	BEKAKIS	7
21411	BEK¡REK	28
13171	BEKE	57
27204	BEKER	19
23026	BEKERA	25
55389	BEKEä	5
55390	BEKOV	5
9069	BEKR	90
44037	BEKSA	8
9830	BÃL	82
22432	BELA	26
35461	B…LA	12
7255	BÃLA	115
23606	BÃL¡»	24
28069	BEL¡»EK	18
26342	BÃL¡»EK	20
50828	BELA»ÕK	6
18861	BELADA	34
41371	B…LAI	9
55391	BELAJEV	5
44038	BÃLAJEV	8
4524	BEL¡K	184
7309	BÃL¡K	114
10477	BELAN	76
20490	BEL¡N	30
22433	BEL¡“	26
39108	BELAN»ÕK	10
44039	BELAN»IN	8
16688	BELANEC	41
18862	BÃL¡NEK	34
50829	BEL¡NI	6
39109	BELANÕK	10
24900	BELANSK›	22
50830	BÃLANSK›	6
13326	BELANT	56
37149	BEL¡NYI	11
32552	BÃLAÿ	14
20491	BELAS	30
24901	BEL¡S	22
39110	BÃLAS	10
55392	BÃLASTA	5
5355	BÃLAäKA	156
13909	BELATKA	53
44040	BÃLAVA	8
33918	BELAV›	13
25626	BELAY	21
33919	BEL¡Z	13
24221	BELBL	23
41372	BÃL»¡K	9
50831	BEL»EV	6
44041	BÃL»ICK›	8
37150	BÃL»ÕK	11
7425	BELDA	112
24902	BELDÕK	22
9552	BÃLE	85
30142	BELEC	16
39111	BÃLEC	10
9364	BÃLECK›	87
11471	BÃLEHRAD	68
9254	BÃLEHR¡DEK	88
9444	BELEJ	86
30143	BÃLEJ	16
30144	BÃLEJA	16
55393	BELEJ»¡K	5
14338	BELEä	51
14787	BÃLEä	49
39112	BELEä»¡K	10
47126	BELFI	7
11744	BELFÕN	66
19682	BELHA	32
33920	BELH¡»	13
35462	BELH¡REK	12
50832	BELIAN»IN	6
41373	BELIAN»ÕN	9
7699	BELICA	108
9735	BÃLICA	83
44042	BELICK›	8
29069	BÃLI»	17
3527	BÃLÕ»EK	233
55394	BELI»IN	5
16415	BELI»KA	42
55395	B…LIK	5
1341	BÃLÕK	548
19683	BÃLÕN	32
25627	BELINA	21
3191	BÃLINA	257
13529	BELINGER	55
31283	BELIS	15
47127	BELJAJEV	7
8985	BELKA	91
2166	BÃLKA	364
5467	BELKO	153
35463	BELL	12
17539	BELLA	38
39113	BELLADA	10
39114	BELLAN	10
50833	BELLAY	6
44043	BELLER	8
55396	BELLI	5
55397	BELLING	5
39115	BELLINGER	10
55398	BELLMAN	5
44044	BELLO	8
55399	BELLO“	5
44045	BELLOVI»	8
32553	BELO	14
26343	BELOBRAD	20
18222	BÃLOBR¡DEK	36
14118	BÃLOCK›	52
6788	BÃLOHLAV	124
949	BÃLOHL¡VEK	736
12025	BÃLOHLAV›	64
30145	BÃLOHOREC	16
39116	BÃLOHORSK›	10
2761	BÃLOHOUBEK	292
16416	BÃLOHRAD	42
3856	BÃLOHRADSK›	214
12646	BÃLOHUB›	60
2782	BÃLOCH	290
37151	BÃLO“	11
22434	BÃLONOH›	26
12819	BÃLONOéNÕK	59
37152	BÃLOR	11
55400	BELORIT	5
55401	BELOSTA	5
37153	BÃLOäEK	11
47128	BÃLOäICK›	7
25628	BÃLOTA	21
21412	BÃLOUBEK	28
5271	BÃLOUäEK	158
27205	BÃLOV	19
47129	BELOVICK›	7
39117	BELOVI»	10
5356	BÃLOVSK›	156
4982	BÃLSK›	167
19684	BELäAN	32
7972	BELä¡N	104
47130	BELäÕK	7
50834	BELUCZ	6
41374	BELUCH	9
50835	BELUJSK›	6
3971	BÃLUNEK	209
50836	BÃLŸNEK	6
24903	BELUSK›	22
27206	BELUä	19
17540	BÃLUäA	38
33921	BELUäIAK	13
55402	BELUäÕK	5
35464	BELUäKO	12
5740	BELZA	146
50837	BELéAN	6
12820	BELéÕK	59
44046	BEM	8
1841	B…M	415
32554	BEMBENEK	14
41375	BEMER	9
41376	BEN	9
41377	BE“	9
3396	BENA	243
6233	BE“A	135
14556	B…NA	50
27207	B…“A	19
28070	BEN¡»AN	18
4023	BEN¡»EK	207
30146	BE“A»KA	16
6131	BENADA	137
37154	BENADIK	11
19685	BE“ADIK	32
39118	BENAJTR	10
2217	BEN¡K	355
13910	BE“AK	53
3928	BE“¡K	211
47131	BEN¡L	7
28071	BE“AS	18
55403	BEN¡T	5
33922	BE“ATINSK›	13
20492	BEN¡TSK›	30
47132	BENATZKY	7
44047	BENBENEK	8
2973	BENC	274
28072	BENCA	18
39119	BENCALÕK	10
26344	BENCE	20
47133	BENCSIK	7
55404	BENCSÕK	5
55405	BENC⁄R	5
41378	BENCZ	9
37155	BENCZE	11
13327	BEN»	56
24904	BEN»¡K	22
37156	BEN»AT	11
27208	BEN»EK	19
26345	BEN»I»	20
50838	BEN»IK	6
6315	BEN»ÕK	133
32555	BEN»O	14
137	BENDA	3357
8986	BEND¡K	91
31284	BENœ¡K	15
31285	BEND¡SEK	15
55406	BENDE	5
50839	BENDEK	6
32556	BENDEL	14
55407	BENDÕ»EK	5
20080	BENDIG	31
11618	BENDIK	67
2354	BENDÕK	339
2138	BENDL	367
55408	BENDLMAYER	5
55409	BENDULA	5
44048	BENDé¡K	8
41379	BENDéALA	9
41380	BENE	9
55410	BENEC	5
33923	BENECK›	13
4219	BENEDA	198
15430	BENEDEK	46
30147	BENEDÃLA	16
11619	BENEDIK	67
10159	BENEDÕK	79
19686	BENEDIKOVI»	32
1280	BENEDIKT	569
33924	BENEDYKT	13
50840	BENEFI	6
47134	BENECH	7
4071	BENEK	205
18223	BENÃK	36
37157	BÃNEK	11
18863	BENESCH	34
39120	BENESZ	10
18	BENEä	9569
35465	BENEäÕK	12
23607	BENEäL	24
4561	BENEäOVSK›	182
47135	BENETIN	7
7204	BENETKA	116
41381	BENGL	9
16417	BENH¡K	42
28073	BENHART	18
26346	BENIA»	20
24222	BENIAK	23
30148	BENIAN	16
50841	BENICK›	6
2963	BENÕ»EK	275
23608	BENÕK	24
23609	BENISCH	24
35466	BENISCHEK	12
41382	BENÕSCHEK	9
47136	BENISKA	7
18544	BENIä	35
55411	BENIäEK	5
2360	BENÕäEK	338
25629	BENK	21
26347	BENKA	20
44049	BE“KA	8
24905	BENKE	22
3135	BENKO	261
32557	BENK÷	14
55412	BE“KO	5
16155	BENKOVI»	43
12475	BENKOVSK›	61
20940	BENNA	29
37158	BENNEK	11
55413	BENNER	5
16156	BENO	43
1454	BE“O	508
25630	BENONI	21
21893	BENOVI»	27
26348	BE“OVI»	20
50842	BENOVSK›	6
14788	BE“OVSK›	49
55414	BENROTH	5
24223	BENSCH	23
17857	BENä	37
55415	BENUä	5
17541	BE“Uä	38
55416	BE“UäÕK	5
31286	BENYCH	15
24906	BEN›R	22
55417	BENYä	5
5392	BEN›äEK	155
50843	BENZ	6
26349	BENZL	20
44050	BENéA	8
37159	BER	11
11888	B…R	65
47137	BERA	7
55418	BERACKA	5
41383	BERACKO	9
44051	BERACZKA	8
50844	BERAGG	6
14339	BER¡K	51
70	BERAN	4865
90	BER¡NEK	4298
21894	BERANOVSK›	27
39121	BERANSK›	10
55419	BERAUER	5
55420	BERAXA	5
41384	BERBALK	9
41385	BERBER	9
22435	BERBR	26
